Description,Count,GeneRatio,BgRatio,p.adjust,ENTREZIDs,SYMBOLs,ENSEMBLIDs,category
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS,2,2/560,35/16881,0.6837688690057203,15519/56386,Hsp90aa1/B4galt6,ENSMUSG00000021270/ENSMUSG00000056124,C5
GO_CLATHRIN_COATED_ENDOCYTIC_VESICLE_MEMBRANE,2,2/560,35/16881,0.6837688690057203,11816/12527,Apoe/Cd9,ENSMUSG00000002985/ENSMUSG00000030342,C5
GO_FOAM_CELL_DIFFERENTIATION,2,2/560,35/16881,0.6837688690057203,11303/20846,Abca1/Stat1,ENSMUSG00000015243/ENSMUSG00000026104,C5
GO_MOVEMENT_IN_ENVIRONMENT_OF_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION,2,2/560,35/16881,0.6837688690057203,268373/68953,Ppia/Chmp2a,ENSMUSG00000071866/ENSMUSG00000033916,C5
GO_MYD88_DEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,2,2/560,35/16881,0.6837688690057203,26409/78294,Map3k7/Rps27a,ENSMUSG00000028284/ENSMUSG00000020460,C5
GO_NATURAL_KILLER_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,2,2/560,35/16881,0.6837688690057203,15018/15040,H2-Q7/H2-T23,ENSMUSG00000060550/ENSMUSG00000067212,C5
GO_NEGATIVE_REGULATION_OF_GENE_SILENCING,2,2/560,35/16881,0.6837688690057203,52463/11810,Tet1/Apobec1,ENSMUSG00000047146/ENSMUSG00000040613,C5
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC,2,2/560,35/16881,0.6837688690057203,50783/75901,Lsm4/Dcp1a,ENSMUSG00000031848/ENSMUSG00000021962,C5
GO_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_SIGNALING_PATHWAY,2,2/560,35/16881,0.6837688690057203,26409/78294,Map3k7/Rps27a,ENSMUSG00000028284/ENSMUSG00000020460,C5
GO_POSITIVE_REGULATION_OF_MUSCLE_CELL_APOPTOTIC_PROCESS,2,2/560,35/16881,0.6837688690057203,12334/11911,Capn2/Atf4,ENSMUSG00000026509/ENSMUSG00000042406,C5
GO_REGULATION_OF_FIBROBLAST_MIGRATION,2,2/560,35/16881,0.6837688690057203,21825/67338,Thbs1/Rffl,ENSMUSG00000040152/ENSMUSG00000020696,C5
GO_RNA_POLYMERASE_II_CORE_PROMOTER_SEQUENCE_SPECIFIC_DNA_BINDING,2,2/560,35/16881,0.6837688690057203,12608/20846,Cebpb/Stat1,ENSMUSG00000056501/ENSMUSG00000026104,C5
GO_TRNA_TRANSPORT,2,2/560,35/16881,0.6837688690057203,227699/54563,Nup188/Nup210,ENSMUSG00000052533/ENSMUSG00000030091,C5
GO_WNT_PROTEIN_BINDING,2,2/560,35/16881,0.6837688690057203,53614/494504,Reck/Apcdd1,ENSMUSG00000028476/ENSMUSG00000071847,C5
GO_ICOSANOID_BIOSYNTHETIC_PROCESS,2,2/560,36/16881,0.6837688690057203,76267/64292,Fads1/Ptges,ENSMUSG00000010663/ENSMUSG00000050737,C5
GO_LIPOPOLYSACCHARIDE_BINDING,2,2/560,36/16881,0.6837688690057203,319190/19172,Hist2h2be/Psmb4,ENSMUSG00000068854/ENSMUSG00000005779,C5
GO_MEDIATOR_COMPLEX,2,2/560,36/16881,0.6837688690057203,59024/20933,Med12/Med22,ENSMUSG00000079487/ENSMUSG00000015776,C5
GO_NEGATIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,2,2/560,36/16881,0.6837688690057203,21825/243362,Thbs1/Stard13,ENSMUSG00000040152/ENSMUSG00000016128,C5
GO_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS,2,2/560,36/16881,0.6837688690057203,67338/19766,Rffl/Ripk1,ENSMUSG00000020696/ENSMUSG00000021408,C5
GO_NEGATIVE_REGULATION_OF_ORGAN_GROWTH,2,2/560,36/16881,0.6837688690057203,15567/19766,Slc6a4/Ripk1,ENSMUSG00000020838/ENSMUSG00000021408,C5
GO_PEPTIDASE_ACTIVATOR_ACTIVITY,2,2/560,36/16881,0.6837688690057203,195046/14268,Nlrp1a/Fn1,ENSMUSG00000069830/ENSMUSG00000026193,C5
GO_PHOTORECEPTOR_CELL_MAINTENANCE,2,2/560,36/16881,0.6837688690057203,17152/19126,Mak/Prom1,ENSMUSG00000021363/ENSMUSG00000029086,C5
GO_POSITIVE_REGULATION_OF_TELOMERASE_ACTIVITY,2,2/560,36/16881,0.6837688690057203,26407/15519,Map3k4/Hsp90aa1,ENSMUSG00000014426/ENSMUSG00000021270,C5
GO_PYRIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,2,2/560,36/16881,0.6837688690057203,70789/66454,Kynu/Nmnat1,ENSMUSG00000026866/ENSMUSG00000028992,C5
GO_REGULATION_OF_CHROMATIN_SILENCING,2,2/560,36/16881,0.6837688690057203,52463/11810,Tet1/Apobec1,ENSMUSG00000047146/ENSMUSG00000040613,C5
GO_REGULATION_OF_COFACTOR_METABOLIC_PROCESS,2,2/560,36/16881,0.6837688690057203,66154/20848,Tmem14c/Stat3,ENSMUSG00000021361/ENSMUSG00000004040,C5
GO_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY,2,2/560,36/16881,0.6837688690057203,64095/20193,Gpr35/S100a1,ENSMUSG00000026271/ENSMUSG00000044080,C5
GO_RESPONSE_TO_COPPER_ION,2,2/560,36/16881,0.6837688690057203,17750/17748,Mt2/Mt1,ENSMUSG00000031762/ENSMUSG00000031765,C5
GO_RESPONSE_TO_INTERLEUKIN_7,2,2/560,36/16881,0.6837688690057203,20848/19359,Stat3/Rad23b,ENSMUSG00000004040/ENSMUSG00000028426,C5
GO_SEMI_LUNAR_VALVE_DEVELOPMENT,2,2/560,36/16881,0.6837688690057203,18129/16449,Notch2/Jag1,ENSMUSG00000027878/ENSMUSG00000027276,C5
GO_SERINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,2,2/560,36/16881,0.6837688690057203,236539/246221,Phgdh/Mpst,ENSMUSG00000053398/ENSMUSG00000071711,C5
GO_BASAL_PART_OF_CELL,3,3/560,53/16881,0.6837688690057203,17913/67299/104099,Myo1c/Dock7/Itga9,ENSMUSG00000017774/ENSMUSG00000028556/ENSMUSG00000039115,C5
GO_LYMPHOCYTE_COSTIMULATION,3,3/560,53/16881,0.6837688690057203,58205/54219/12484,Pdcd1lg2/Cd320/Cd24a,ENSMUSG00000016498/ENSMUSG00000002308/ENSMUSG00000047139,C5
GO_SPERM_EGG_RECOGNITION,3,3/560,53/16881,0.6837688690057203,14276/12527/22334,Folr2/Cd9/Vdac2,ENSMUSG00000032725/ENSMUSG00000030342/ENSMUSG00000021771,C5
GO_ACUTE_PHASE_RESPONSE,3,3/560,54/16881,0.6837688690057203,12608/14268/20848,Cebpb/Fn1/Stat3,ENSMUSG00000056501/ENSMUSG00000026193/ENSMUSG00000004040,C5
GO_ENDOPLASMIC_RETICULUM_ORGANIZATION,3,3/560,54/16881,0.6837688690057203,66890/227648/338366,Lman2/Sec16a/Mia3,ENSMUSG00000021484/ENSMUSG00000026924/ENSMUSG00000056050,C5
GO_PROTEIN_LOCALIZATION_TO_CYTOSKELETON,3,3/560,54/16881,0.6837688690057203,101706/11789/13367,Numa1/Apc/Diaph1,ENSMUSG00000066306/ENSMUSG00000005871/ENSMUSG00000024456,C5
GO_RECEPTOR_CLUSTERING,3,3/560,54/16881,0.6837688690057203,11816/192176/12568,Apoe/Flna/Cdk5,ENSMUSG00000002985/ENSMUSG00000031328/ENSMUSG00000028969,C5
GO_AXON_CYTOPLASM,3,3/560,55/16881,0.6837688690057203,56455/30957/16561,Dynll1/Mapk8ip3/Kif1b,ENSMUSG00000009013/ENSMUSG00000024163/ENSMUSG00000063077,C5
GO_CELLULAR_COMPONENT_MAINTENANCE,3,3/560,55/16881,0.6837688690057203,12978/11816/20926,Csf1r/Apoe/Supt6,ENSMUSG00000024621/ENSMUSG00000002985/ENSMUSG00000002052,C5
GO_CLEAVAGE_FURROW,3,3/560,55/16881,0.6837688690057203,19200/77579/17886,Pstpip1/Myh10/Myh9,ENSMUSG00000032322/ENSMUSG00000020900/ENSMUSG00000022443,C5
GO_CORE_PROMOTER_BINDING,3,3/560,55/16881,0.6837688690057203,12608/17381/20846,Cebpb/Mmp12/Stat1,ENSMUSG00000056501/ENSMUSG00000049723/ENSMUSG00000026104,C5
GO_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION,3,3/560,55/16881,0.6837688690057203,20568/20304/69550,Slpi/Ccl5/Bst2,ENSMUSG00000017002/ENSMUSG00000035042/ENSMUSG00000046718,C5
GO_NON_MOTILE_CILIUM_ASSEMBLY,3,3/560,55/16881,0.6837688690057203,17152/56455/234776,Mak/Dynll1/Atmin,ENSMUSG00000021363/ENSMUSG00000009013/ENSMUSG00000047388,C5
GO_OVARIAN_FOLLICLE_DEVELOPMENT,3,3/560,55/16881,0.6837688690057203,12608/17387/12028,Cebpb/Mmp14/Bax,ENSMUSG00000056501/ENSMUSG00000000957/ENSMUSG00000003873,C5
GO_PHOSPHATIDYLSERINE_BINDING,3,3/560,55/16881,0.6837688690057203,229521/21825/21894,Syt11/Thbs1/Tln1,ENSMUSG00000068923/ENSMUSG00000040152/ENSMUSG00000028465,C5
GO_RESPONSE_TO_CADMIUM_ION,3,3/560,55/16881,0.6837688690057203,17750/17748/12010,Mt2/Mt1/B2m,ENSMUSG00000031762/ENSMUSG00000031765/ENSMUSG00000060802,C5
GO_ANION_HOMEOSTASIS,3,3/560,56/16881,0.6837688690057203,11303/12709/11816,Abca1/Ckb/Apoe,ENSMUSG00000015243/ENSMUSG00000001270/ENSMUSG00000002985,C5
GO_CELLULAR_EXTRAVASATION,3,3/560,56/16881,0.6837688690057203,11501/16177/109934,Adam8/Il1r1/Abr,ENSMUSG00000025473/ENSMUSG00000026072/ENSMUSG00000017631,C5
GO_HISTONE_METHYLTRANSFERASE_ACTIVITY,3,3/560,56/16881,0.6837688690057203,77683/14013/70673,Ehmt1/Mecom/Prdm16,ENSMUSG00000036893/ENSMUSG00000027684/ENSMUSG00000039410,C5
GO_LYSINE_N_METHYLTRANSFERASE_ACTIVITY,3,3/560,56/16881,0.6837688690057203,77683/14013/70673,Ehmt1/Mecom/Prdm16,ENSMUSG00000036893/ENSMUSG00000027684/ENSMUSG00000039410,C5
GO_NEGATIVE_REGULATION_OF_COAGULATION,3,3/560,56/16881,0.6837688690057203,21825/11816/12527,Thbs1/Apoe/Cd9,ENSMUSG00000040152/ENSMUSG00000002985/ENSMUSG00000030342,C5
GO_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS,3,3/560,56/16881,0.6837688690057203,66454/14904/11717,Nmnat1/Gtpbp1/Ampd3,ENSMUSG00000028992/ENSMUSG00000042535/ENSMUSG00000005686,C5
GO_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,3,3/560,56/16881,0.6837688690057203,18186/19271/16452,Nrp1/Ptprj/Jak2,ENSMUSG00000025810/ENSMUSG00000025314/ENSMUSG00000024789,C5
GO_RNA_POLYMERASE_CORE_ENZYME_BINDING,3,3/560,56/16881,0.6837688690057203,17979/230233/22083,Ncoa3/Elp1/Ctr9,ENSMUSG00000027678/ENSMUSG00000028431/ENSMUSG00000005609,C5
GO_SPLICEOSOMAL_COMPLEX_ASSEMBLY,3,3/560,56/16881,0.6837688690057203,107686/320632/20641,Snrpd2/Snrnp200/Snrpd1,ENSMUSG00000040824/ENSMUSG00000003660/ENSMUSG00000002477,C5
GO_TIGHT_JUNCTION_ORGANIZATION,3,3/560,56/16881,0.6837688690057203,17913/11789/108903,Myo1c/Apc/Tbcd,ENSMUSG00000017774/ENSMUSG00000005871/ENSMUSG00000039230,C5
GO_ATP_HYDROLYSIS_COUPLED_CATION_TRANSMEMBRANE_TRANSPORT,3,3/560,57/16881,0.6837688690057203,232975/21871/228033,Atp1a3/Atp6v0a2/Atp5g3,ENSMUSG00000040907/ENSMUSG00000038023/ENSMUSG00000018770,C5
GO_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY,3,3/560,57/16881,0.6837688690057203,100038909/20304/18726,Gm14548/Ccl5/Lilra6,ENSMUSG00000074417/ENSMUSG00000035042/ENSMUSG00000030427,C5
GO_NECROTIC_CELL_DEATH,3,3/560,57/16881,0.6837688690057203,69718/19766/12028,Ipmk/Ripk1/Bax,ENSMUSG00000060733/ENSMUSG00000021408/ENSMUSG00000003873,C5
GO_AMINO_ACID_BINDING,3,3/560,58/16881,0.6837688690057203,20510/18126/69719,Slc1a1/Nos2/Cad,ENSMUSG00000024935/ENSMUSG00000020826/ENSMUSG00000013629,C5
GO_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,3,3/560,58/16881,0.6837688690057203,319190/67338/19766,Hist2h2be/Rffl/Ripk1,ENSMUSG00000068854/ENSMUSG00000020696/ENSMUSG00000021408,C5
GO_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS,3,3/560,59/16881,0.6837688690057203,236539/27053/69719,Phgdh/Asns/Cad,ENSMUSG00000053398/ENSMUSG00000029752/ENSMUSG00000013629,C5
GO_CELL_ADHESION_MEDIATOR_ACTIVITY,3,3/560,59/16881,0.6837688690057203,72333/54132/16785,Palld/Pdlim1/Rpsa,ENSMUSG00000058056/ENSMUSG00000055044/ENSMUSG00000032518,C5
GO_MECHANORECEPTOR_DIFFERENTIATION,3,3/560,59/16881,0.6837688690057203,171166/110253/16449,Mcoln3/Triobp/Jag1,ENSMUSG00000036853/ENSMUSG00000033088/ENSMUSG00000027276,C5
GO_REGULATION_OF_ORGANIC_ACID_TRANSPORT,3,3/560,59/16881,0.6837688690057203,20910/21825/18627,Stxbp1/Thbs1/Per2,ENSMUSG00000026797/ENSMUSG00000040152/ENSMUSG00000055866,C5
GO_POSITIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS,3,3/560,60/16881,0.6837688690057203,102657/21825/20848,Cd276/Thbs1/Stat3,ENSMUSG00000035914/ENSMUSG00000040152/ENSMUSG00000004040,C5
GO_REGULATION_OF_CHROMOSOME_SEPARATION,3,3/560,60/16881,0.6837688690057203,101706/11789/17222,Numa1/Apc/Anapc1,ENSMUSG00000066306/ENSMUSG00000005871/ENSMUSG00000014355,C5
GO_REGULATION_OF_MONOOXYGENASE_ACTIVITY,3,3/560,60/16881,0.6837688690057203,11816/20193/15519,Apoe/S100a1/Hsp90aa1,ENSMUSG00000002985/ENSMUSG00000044080/ENSMUSG00000021270,C5
GO_APICAL_JUNCTION_ASSEMBLY,3,3/560,61/16881,0.6837688690057203,17913/11789/108903,Myo1c/Apc/Tbcd,ENSMUSG00000017774/ENSMUSG00000005871/ENSMUSG00000039230,C5
GO_GLYCOSYL_COMPOUND_METABOLIC_PROCESS,3,3/560,61/16881,0.6837688690057203,72899/14904/11717,Macrod2/Gtpbp1/Ampd3,ENSMUSG00000068205/ENSMUSG00000042535/ENSMUSG00000005686,C5
GO_GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT,3,3/560,61/16881,0.6837688690057203,227648/99371/16897,Sec16a/Arfgef2/Llgl1,ENSMUSG00000026924/ENSMUSG00000074582/ENSMUSG00000020536,C5
GO_LIPID_PHOSPHORYLATION,3,3/560,61/16881,0.6837688690057203,104718/223753/225049,Ttc7b/Cerk/Ttc7,ENSMUSG00000033530/ENSMUSG00000035891/ENSMUSG00000036918,C5
GO_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION,3,3/560,61/16881,0.6837688690057203,21825/20846/11816,Thbs1/Stat1/Apoe,ENSMUSG00000040152/ENSMUSG00000026104/ENSMUSG00000002985,C5
GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION,3,3/560,61/16881,0.6837688690057203,105855/16190/15040,Nckap1l/Il4ra/H2-T23,ENSMUSG00000022488/ENSMUSG00000030748/ENSMUSG00000067212,C5
GO_POSITIVE_REGULATION_OF_LIPID_TRANSPORT,3,3/560,61/16881,0.6837688690057203,11303/11816/27403,Abca1/Apoe/Abca7,ENSMUSG00000015243/ENSMUSG00000002985/ENSMUSG00000035722,C5
GO_POSITIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION,3,3/560,61/16881,0.6837688690057203,12608/16000/16449,Cebpb/Igf1/Jag1,ENSMUSG00000056501/ENSMUSG00000020053/ENSMUSG00000027276,C5
GO_PROTEIN_INSERTION_INTO_MEMBRANE,3,3/560,61/16881,0.6837688690057203,56322/15519/12028,Timm22/Hsp90aa1/Bax,ENSMUSG00000020843/ENSMUSG00000021270/ENSMUSG00000003873,C5
GO_CELLULAR_RESPONSE_TO_UV,4,4/560,78/16881,0.6837688690057203,12925/11911/19941/12028,Crip1/Atf4/Rpl26/Bax,ENSMUSG00000006360/ENSMUSG00000042406/ENSMUSG00000060938/ENSMUSG00000003873,C5
GO_NEGATIVE_REGULATION_OF_AUTOPHAGY,4,4/560,78/16881,0.6837688690057203,16847/237782/20848/100855,Lepr/Smcr8/Stat3/Tbc1d14,ENSMUSG00000057722/ENSMUSG00000049323/ENSMUSG00000004040/ENSMUSG00000029192,C5
GO_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_DIAMETER,4,4/560,78/16881,0.6837688690057203,15567/15566/18627/229877,Slc6a4/Htr7/Per2/Rap1gds1,ENSMUSG00000020838/ENSMUSG00000024798/ENSMUSG00000055866/ENSMUSG00000028149,C5
GO_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT,4,4/560,78/16881,0.6837688690057203,98496/18751/228775/16000,Pid1/Prkcb/Trib3/Igf1,ENSMUSG00000045658/ENSMUSG00000052889/ENSMUSG00000032715/ENSMUSG00000020053,C5
GO_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS,4,4/560,78/16881,0.6837688690057203,54219/14276/17250/72621,Cd320/Folr2/Abcc1/Pdzd11,ENSMUSG00000002308/ENSMUSG00000032725/ENSMUSG00000023088/ENSMUSG00000015668,C5
GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS,4,4/560,79/16881,0.6837688690057203,195046/16452/19766/12028,Nlrp1a/Jak2/Ripk1/Bax,ENSMUSG00000069830/ENSMUSG00000024789/ENSMUSG00000021408/ENSMUSG00000003873,C5
GO_DRUG_TRANSMEMBRANE_TRANSPORT,4,4/560,79/16881,0.6837688690057203,14276/20510/17250/18627,Folr2/Slc1a1/Abcc1/Per2,ENSMUSG00000032725/ENSMUSG00000024935/ENSMUSG00000023088/ENSMUSG00000055866,C5
GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_KINASE_ACTIVITY,4,4/560,79/16881,0.6837688690057203,12978/16004/18186/14255,Csf1r/Igf2r/Nrp1/Flt3,ENSMUSG00000024621/ENSMUSG00000023830/ENSMUSG00000025810/ENSMUSG00000042817,C5
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT,4,4/560,80/16881,0.6837688690057203,18186/15519/12568/56386,Nrp1/Hsp90aa1/Cdk5/B4galt6,ENSMUSG00000025810/ENSMUSG00000021270/ENSMUSG00000028969/ENSMUSG00000056124,C5
GO_NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS,4,4/560,80/16881,0.6837688690057203,114128/80280/71472/216440,Laptm4b/Cdk5rap3/Usp19/Os9,ENSMUSG00000022257/ENSMUSG00000018669/ENSMUSG00000006676/ENSMUSG00000040462,C5
GO_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE,4,4/560,80/16881,0.6837688690057203,16570/22294/16561/15194,Kif3c/Uxt/Kif1b/Htt,ENSMUSG00000020668/ENSMUSG00000001134/ENSMUSG00000063077/ENSMUSG00000029104,C5
GO_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS,4,4/560,80/16881,0.6837688690057203,227699/16000/20848/54563,Nup188/Igf1/Stat3/Nup210,ENSMUSG00000052533/ENSMUSG00000020053/ENSMUSG00000004040/ENSMUSG00000030091,C5
GO_CELLULAR_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,4,4/560,81/16881,0.6837688690057203,227327/16000/15531/18627,B3gnt7/Igf1/Ndst1/Per2,ENSMUSG00000079445/ENSMUSG00000020053/ENSMUSG00000054008/ENSMUSG00000055866,C5
GO_SERINE_THREONINE_PROTEIN_KINASE_COMPLEX,4,4/560,81/16881,0.6837688690057203,237782/26409/67974/12568,Smcr8/Map3k7/Ccny/Cdk5,ENSMUSG00000049323/ENSMUSG00000028284/ENSMUSG00000024286/ENSMUSG00000028969,C5
GO_ALCOHOL_BINDING,4,4/560,82/16881,0.6837688690057203,71720/11303/19126/11816,Osbpl3/Abca1/Prom1/Apoe,ENSMUSG00000029822/ENSMUSG00000015243/ENSMUSG00000029086/ENSMUSG00000002985,C5
GO_DITERPENOID_METABOLIC_PROCESS,4,4/560,82/16881,0.6837688690057203,14733/11816/20970/20969,Gpc1/Apoe/Sdc3/Sdc1,ENSMUSG00000034220/ENSMUSG00000002985/ENSMUSG00000025743/ENSMUSG00000020592,C5
GO_REGULATION_OF_COAGULATION,4,4/560,82/16881,0.6837688690057203,21825/11816/12527/105722,Thbs1/Apoe/Cd9/Ano6,ENSMUSG00000040152/ENSMUSG00000002985/ENSMUSG00000030342/ENSMUSG00000064210,C5
GO_AMINO_ACID_TRANSMEMBRANE_TRANSPORT,4,4/560,83/16881,0.6837688690057203,246049/50934/20510/18627,Slc36a2/Slc7a8/Slc1a1/Per2,ENSMUSG00000020264/ENSMUSG00000022180/ENSMUSG00000024935/ENSMUSG00000055866,C5
GO_CORTICAL_ACTIN_CYTOSKELETON,4,4/560,83/16881,0.6837688690057203,17886/12334/16897/20740,Myh9/Capn2/Llgl1/Sptan1,ENSMUSG00000022443/ENSMUSG00000026509/ENSMUSG00000020536/ENSMUSG00000057738,C5
GO_ICOSANOID_METABOLIC_PROCESS,4,4/560,83/16881,0.6837688690057203,245533/72054/64292/17250,Awat1/Cyp4f18/Ptges/Abcc1,ENSMUSG00000015665/ENSMUSG00000003484/ENSMUSG00000050737/ENSMUSG00000023088,C5
GO_MICROVILLUS,4,4/560,84/16881,0.6837688690057203,19126/17913/246177/13039,Prom1/Myo1c/Myo1g/Ctsl,ENSMUSG00000029086/ENSMUSG00000017774/ENSMUSG00000020437/ENSMUSG00000021477,C5
GO_NEURON_PROJECTION_ORGANIZATION,4,4/560,84/16881,0.6837688690057203,232975/210274/11816/12568,Atp1a3/Shank2/Apoe/Cdk5,ENSMUSG00000040907/ENSMUSG00000037541/ENSMUSG00000002985/ENSMUSG00000028969,C5
GO_TRANS_GOLGI_NETWORK_MEMBRANE,4,4/560,84/16881,0.6837688690057203,16004/104759/16897/71913,Igf2r/Pld4/Llgl1/Tmem79,ENSMUSG00000023830/ENSMUSG00000052160/ENSMUSG00000020536/ENSMUSG00000001420,C5
GO_KINASE_ACTIVATOR_ACTIVITY,4,4/560,85/16881,0.6837688690057203,20304/105855/12484/74370,Ccl5/Nckap1l/Cd24a/Rptor,ENSMUSG00000035042/ENSMUSG00000022488/ENSMUSG00000047139/ENSMUSG00000025583,C5
GO_POSITIVE_REGULATION_OF_OSSIFICATION,4,4/560,85/16881,0.6837688690057203,12608/16000/105722/16449,Cebpb/Igf1/Ano6/Jag1,ENSMUSG00000056501/ENSMUSG00000020053/ENSMUSG00000064210/ENSMUSG00000027276,C5
GO_AEROBIC_RESPIRATION,4,4/560,86/16881,0.6837688690057203,15925/11428/22273/67530,Ide/Aco1/Uqcrc1/Uqcrb,ENSMUSG00000056999/ENSMUSG00000028405/ENSMUSG00000025651/ENSMUSG00000021520,C5
GO_DNA_METHYLATION_OR_DEMETHYLATION,4,4/560,86/16881,0.6837688690057203,54427/52463/11810/77683,Dnmt3l/Tet1/Apobec1/Ehmt1,ENSMUSG00000000730/ENSMUSG00000047146/ENSMUSG00000040613/ENSMUSG00000036893,C5
GO_PROTEIN_TYROSINE_KINASE_BINDING,4,4/560,86/16881,0.6837688690057203,12481/23921/26409/15519,Cd2/Sh2b2/Map3k7/Hsp90aa1,ENSMUSG00000027863/ENSMUSG00000005057/ENSMUSG00000028284/ENSMUSG00000021270,C5
GO_SECONDARY_ALCOHOL_METABOLIC_PROCESS,4,4/560,86/16881,0.6837688690057203,16847/11303/11816/56453,Lepr/Abca1/Apoe/Mbtps1,ENSMUSG00000057722/ENSMUSG00000015243/ENSMUSG00000002985/ENSMUSG00000031835,C5
GO_CELL_DEATH_IN_RESPONSE_TO_OXIDATIVE_STRESS,4,4/560,87/16881,0.6837688690057203,11911/16452/19766/22166,Atf4/Jak2/Ripk1/Txn1,ENSMUSG00000042406/ENSMUSG00000024789/ENSMUSG00000021408/ENSMUSG00000028367,C5
GO_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,4,4/560,87/16881,0.6837688690057203,18186/21825/243362/338366,Nrp1/Thbs1/Stard13/Mia3,ENSMUSG00000025810/ENSMUSG00000040152/ENSMUSG00000016128/ENSMUSG00000056050,C5
GO_CELLULAR_RESPONSE_TO_CALCIUM_ION,4,4/560,87/16881,0.6837688690057203,229521/28240/66871/234577,Syt11/Trpm2/Cpne8/Cpne2,ENSMUSG00000068923/ENSMUSG00000009292/ENSMUSG00000052560/ENSMUSG00000034361,C5
GO_MUSCLE_CELL_APOPTOTIC_PROCESS,4,4/560,87/16881,0.6837688690057203,16000/12334/11911/16452,Igf1/Capn2/Atf4/Jak2,ENSMUSG00000020053/ENSMUSG00000026509/ENSMUSG00000042406/ENSMUSG00000024789,C5
GO_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT,4,4/560,87/16881,0.6837688690057203,12608/11911/105722/17966,Cebpb/Atf4/Ano6/Nbr1,ENSMUSG00000056501/ENSMUSG00000042406/ENSMUSG00000064210/ENSMUSG00000017119,C5
GO_CHROMOSOME_SEPARATION,4,4/560,88/16881,0.6837688690057203,101706/11789/17222/78658,Numa1/Apc/Anapc1/Ncapd3,ENSMUSG00000066306/ENSMUSG00000005871/ENSMUSG00000014355/ENSMUSG00000035024,C5
GO_LONG_TERM_SYNAPTIC_POTENTIATION,4,4/560,88/16881,0.6837688690057203,18733/100041146/210274/11816,Pirb/Gm15448/Shank2/Apoe,ENSMUSG00000058818/ENSMUSG00000074419/ENSMUSG00000037541/ENSMUSG00000002985,C5
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING,4,4/560,88/16881,0.6837688690057203,21825/11816/12527/223650,Thbs1/Apoe/Cd9/Eppk1,ENSMUSG00000040152/ENSMUSG00000002985/ENSMUSG00000030342/ENSMUSG00000115388,C5
GO_GOLGI_LUMEN,5,5/560,103/16881,0.6837688690057203,121021/14733/17387/20970/20969,Cspg4/Gpc1/Mmp14/Sdc3/Sdc1,ENSMUSG00000032911/ENSMUSG00000034220/ENSMUSG00000000957/ENSMUSG00000025743/ENSMUSG00000020592,C5
GO_PROTEIN_O_LINKED_GLYCOSYLATION,5,5/560,103/16881,0.6837688690057203,227327/52463/75847/171212/16168,B3gnt7/Tet1/Crppa/Galnt10/Il15,ENSMUSG00000079445/ENSMUSG00000047146/ENSMUSG00000043153/ENSMUSG00000020520/ENSMUSG00000031712,C5
