Description,Count,GeneRatio,BgRatio,p.adjust,ENTREZIDs,SYMBOLs,ENSEMBLIDs,category,subcategory,module
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM,2,2/73,18/5055,0.23889114906184458,18782/53357,Pla2g2d/Pla2g6,ENSMUSG00000041202/ENSMUSG00000042632,C2,CP:KEGG,7
KEGG_TYPE_I_DIABETES_MELLITUS,3,3/73,43/5055,0.23889114906184458,14990/15001/15000,H2-M2/H2-Oa/H2-DMb2,ENSMUSG00000016283/ENSMUSG00000024334/ENSMUSG00000037548,C2,CP:KEGG,7
KEGG_AUTOIMMUNE_THYROID_DISEASE,3,3/73,47/5055,0.23889114906184458,14990/15001/15000,H2-M2/H2-Oa/H2-DMb2,ENSMUSG00000016283/ENSMUSG00000024334/ENSMUSG00000037548,C2,CP:KEGG,7
KEGG_GLUTATHIONE_METABOLISM,3,3/73,48/5055,0.23889114906184458,14865/14869/14862,Gstm4/Gstp2/Gstm1,ENSMUSG00000027890/ENSMUSG00000038155/ENSMUSG00000058135,C2,CP:KEGG,7
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,4,4/73,76/5055,0.23889114906184458,26394/18782/53357/212862,Lypla2/Pla2g2d/Pla2g6/Chpt1,ENSMUSG00000028670/ENSMUSG00000041202/ENSMUSG00000042632/ENSMUSG00000060002,C2,CP:KEGG,7
KEGG_PEROXISOME,4,4/73,78/5055,0.23889114906184458,59038/19300/56273/51798,Pxmp4/Abcd4/Pex14/Ech1,ENSMUSG00000000876/ENSMUSG00000021240/ENSMUSG00000028975/ENSMUSG00000053898,C2,CP:KEGG,7
KEGG_HEMATOPOIETIC_CELL_LINEAGE,4,4/73,81/5055,0.23889114906184458,13857/12481/12479/109700,Epor/Cd2/Cd1d1/Itga1,ENSMUSG00000006235/ENSMUSG00000027863/ENSMUSG00000028076/ENSMUSG00000042284,C2,CP:KEGG,7
KEGG_LINOLEIC_ACID_METABOLISM,2,2/73,28/5055,0.3363800309808484,18782/53357,Pla2g2d/Pla2g6,ENSMUSG00000041202/ENSMUSG00000042632,C2,CP:KEGG,7
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,3,3/73,59/5055,0.3363800309808484,330122/16173/26417,Cxcl3/Il18/Mapk3,ENSMUSG00000029379/ENSMUSG00000039217/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,3,3/73,65/5055,0.3363800309808484,14865/14869/14862,Gstm4/Gstp2/Gstm1,ENSMUSG00000027890/ENSMUSG00000038155/ENSMUSG00000058135,C2,CP:KEGG,7
KEGG_LEISHMANIA_INFECTION,3,3/73,65/5055,0.3363800309808484,15001/15000/26417,H2-Oa/H2-DMb2/Mapk3,ENSMUSG00000024334/ENSMUSG00000037548/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_P53_SIGNALING_PATHWAY,3,3/73,66/5055,0.3363800309808484,12444/23882/21933,Ccnd2/Gadd45g/Tnfrsf10b,ENSMUSG00000000184/ENSMUSG00000021453/ENSMUSG00000022074,C2,CP:KEGG,7
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,3,3/73,69/5055,0.3363800309808484,14990/15001/15000,H2-M2/H2-Oa/H2-DMb2,ENSMUSG00000016283/ENSMUSG00000024334/ENSMUSG00000037548,C2,CP:KEGG,7
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,3,3/73,69/5055,0.3363800309808484,242341/330122/227288,Atp6v0d2/Cxcl3/Cxcr1,ENSMUSG00000028238/ENSMUSG00000029379/ENSMUSG00000048480,C2,CP:KEGG,7
KEGG_LONG_TERM_DEPRESSION,3,3/73,69/5055,0.3363800309808484,18782/53357/26417,Pla2g2d/Pla2g6/Mapk3,ENSMUSG00000041202/ENSMUSG00000042632/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_PPAR_SIGNALING_PATHWAY,3,3/73,70/5055,0.3363800309808484,19016/103968/20182,Pparg/Plin1/Rxrb,ENSMUSG00000000440/ENSMUSG00000030546/ENSMUSG00000039656,C2,CP:KEGG,7
KEGG_VIRAL_MYOCARDITIS,3,3/73,70/5055,0.3363800309808484,14990/15001/15000,H2-M2/H2-Oa/H2-DMb2,ENSMUSG00000016283/ENSMUSG00000024334/ENSMUSG00000037548,C2,CP:KEGG,7
KEGG_GNRH_SIGNALING_PATHWAY,4,4/73,97/5055,0.3363800309808484,104110/18782/53357/26417,Adcy4/Pla2g2d/Pla2g6/Mapk3,ENSMUSG00000022220/ENSMUSG00000041202/ENSMUSG00000042632/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_FOCAL_ADHESION,6,6/73,197/5055,0.3363800309808484,12444/19047/21960/14254/109700/26417,Ccnd2/Ppp1cc/Tnr/Flt1/Itga1/Mapk3,ENSMUSG00000000184/ENSMUSG00000004455/ENSMUSG00000015829/ENSMUSG00000029648/ENSMUSG00000042284/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_VEGF_SIGNALING_PATHWAY,3,3/73,75/5055,0.38061095400491607,18782/53357/26417,Pla2g2d/Pla2g6/Mapk3,ENSMUSG00000041202/ENSMUSG00000042632/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,3,3/73,78/5055,0.4018220948135762,18782/53357/26417,Pla2g2d/Pla2g6/Mapk3,ENSMUSG00000041202/ENSMUSG00000042632/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,2,2/73,42/5055,0.43650987676304154,65962/26417,Slc9a3r2/Mapk3,ENSMUSG00000002504/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,2,2/73,42/5055,0.43650987676304154,15001/15000,H2-Oa/H2-DMb2,ENSMUSG00000024334/ENSMUSG00000037548,C2,CP:KEGG,7
KEGG_ENDOCYTOSIS,5,5/73,182/5055,0.43650987676304154,14990/228998/14254/232227/227288,H2-M2/Arfgap1/Flt1/Iqsec1/Cxcr1,ENSMUSG00000016283/ENSMUSG00000027575/ENSMUSG00000029648/ENSMUSG00000034312/ENSMUSG00000048480,C2,CP:KEGG,7
KEGG_GAP_JUNCTION,3,3/73,86/5055,0.43874896399878965,104110/15560/26417,Adcy4/Htr2c/Mapk3,ENSMUSG00000022220/ENSMUSG00000041380/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,6,6/73,243/5055,0.4599466411464568,13857/21933/330122/14254/16173/227288,Epor/Tnfrsf10b/Cxcl3/Flt1/Il18/Cxcr1,ENSMUSG00000006235/ENSMUSG00000022074/ENSMUSG00000029379/ENSMUSG00000029648/ENSMUSG00000039217/ENSMUSG00000048480,C2,CP:KEGG,7
KEGG_GLYCEROLIPID_METABOLISM,2,2/73,49/5055,0.5119440060005325,11677/23945,Akr1b3/Mgll,ENSMUSG00000001642/ENSMUSG00000033174,C2,CP:KEGG,7
KEGG_CIRCADIAN_RHYTHM_MAMMAL,1,1/73,13/5055,0.5314455995693463,79362,Bhlhe41,ENSMUSG00000030256,C2,CP:KEGG,7
KEGG_MELANOGENESIS,3,3/73,99/5055,0.5314455995693463,104110/208647/26417,Adcy4/Creb3l2/Mapk3,ENSMUSG00000022220/ENSMUSG00000038648/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_NON_SMALL_CELL_LUNG_CANCER,2,2/73,54/5055,0.5347263961625751,20182/26417,Rxrb/Mapk3,ENSMUSG00000039656/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_PROSTATE_CANCER,3,3/73,102/5055,0.5347263961625751,14869/208647/26417,Gstp2/Creb3l2/Mapk3,ENSMUSG00000038155/ENSMUSG00000038648/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE,1,1/73,15/5055,0.5541475556277425,227327,B3gnt7,ENSMUSG00000079445,C2,CP:KEGG,7
KEGG_ARACHIDONIC_ACID_METABOLISM,2,2/73,58/5055,0.5541475556277425,18782/53357,Pla2g2d/Pla2g6,ENSMUSG00000041202/ENSMUSG00000042632,C2,CP:KEGG,7
KEGG_OOCYTE_MEIOSIS,3,3/73,108/5055,0.5541475556277425,19047/104110/26417,Ppp1cc/Adcy4/Mapk3,ENSMUSG00000004455/ENSMUSG00000022220/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,1,1/73,21/5055,0.6116133860632402,30963,Hacd1,ENSMUSG00000063275,C2,CP:KEGG,7
KEGG_LONG_TERM_POTENTIATION,2,2/73,68/5055,0.6116133860632402,19047/26417,Ppp1cc/Mapk3,ENSMUSG00000004455/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,2,2/73,70/5055,0.6116133860632402,14068/18793,F7/Plaur,ENSMUSG00000031443/ENSMUSG00000046223,C2,CP:KEGG,7
KEGG_RENAL_CELL_CARCINOMA,2,2/73,70/5055,0.6116133860632402,13819/26417,Epas1/Mapk3,ENSMUSG00000024140/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS,3,3/73,117/5055,0.6116133860632402,68024/15001/15000,Hist1h2bc/H2-Oa/H2-DMb2,ENSMUSG00000018102/ENSMUSG00000024334/ENSMUSG00000037548,C2,CP:KEGG,7
KEGG_LYSOSOME,3,3/73,119/5055,0.6116133860632402,74008/13038/242341,Arsg/Ctsk/Atp6v0d2,ENSMUSG00000020604/ENSMUSG00000028111/ENSMUSG00000028238,C2,CP:KEGG,7
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,3,3/73,120/5055,0.6116133860632402,14990/21933/26417,H2-M2/Tnfrsf10b/Mapk3,ENSMUSG00000016283/ENSMUSG00000022074/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_CHEMOKINE_SIGNALING_PATHWAY,4,4/73,176/5055,0.6116133860632402,104110/330122/227288/26417,Adcy4/Cxcl3/Cxcr1/Mapk3,ENSMUSG00000022220/ENSMUSG00000029379/ENSMUSG00000048480/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_DORSO_VENTRAL_AXIS_FORMATION,1,1/73,22/5055,0.613262057137128,26417,Mapk3,ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,1,1/73,24/5055,0.6449007728374965,11677,Akr1b3,ENSMUSG00000001642,C2,CP:KEGG,7
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS,1,1/73,25/5055,0.6449007728374965,18701,Pigf,ENSMUSG00000024145,C2,CP:KEGG,7
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,2,2/73,76/5055,0.6449007728374965,108723/26417,Card11/Mapk3,ENSMUSG00000036526/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_GALACTOSE_METABOLISM,1,1/73,26/5055,0.6540674103437386,11677,Akr1b3,ENSMUSG00000001642,C2,CP:KEGG,7
KEGG_REGULATION_OF_AUTOPHAGY,1,1/73,30/5055,0.658243144648383,666468,Atg4a,ENSMUSG00000079418,C2,CP:KEGG,7
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,1,1/73,31/5055,0.658243144648383,236539,Phgdh,ENSMUSG00000053398,C2,CP:KEGG,7
KEGG_ECM_RECEPTOR_INTERACTION,2,2/73,83/5055,0.658243144648383,21960/109700,Tnr/Itga1,ENSMUSG00000015829/ENSMUSG00000042284,C2,CP:KEGG,7
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION,2,2/73,83/5055,0.658243144648383,104110/26417,Adcy4/Mapk3,ENSMUSG00000022220/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_TGF_BETA_SIGNALING_PATHWAY,2,2/73,84/5055,0.658243144648383,15902/26417,Id2/Mapk3,ENSMUSG00000020644/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_ERBB_SIGNALING_PATHWAY,2,2/73,87/5055,0.658243144648383,83961/26417,Nrg4/Mapk3,ENSMUSG00000032311/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_DILATED_CARDIOMYOPATHY,2,2/73,89/5055,0.658243144648383,104110/109700,Adcy4/Itga1,ENSMUSG00000022220/ENSMUSG00000042284,C2,CP:KEGG,7
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,4,4/73,210/5055,0.658243144648383,19047/20130/109700/26417,Ppp1cc/Rras/Itga1/Mapk3,ENSMUSG00000004455/ENSMUSG00000038387/ENSMUSG00000042284/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_MAPK_SIGNALING_PATHWAY,5,5/73,263/5055,0.658243144648383,23882/20130/18782/53357/26417,Gadd45g/Rras/Pla2g2d/Pla2g6/Mapk3,ENSMUSG00000021453/ENSMUSG00000038387/ENSMUSG00000041202/ENSMUSG00000042632/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,1,1/73,33/5055,0.665568733055353,13434,Trdmt1,ENSMUSG00000026723,C2,CP:KEGG,7
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,1,1/73,34/5055,0.665568733055353,11677,Akr1b3,ENSMUSG00000001642,C2,CP:KEGG,7
KEGG_PRION_DISEASES,1,1/73,34/5055,0.665568733055353,26417,Mapk3,ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT,1,1/73,36/5055,0.6656690971795463,58244,Stx6,ENSMUSG00000026470,C2,CP:KEGG,7
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,2,2/73,95/5055,0.6656690971795463,53357/26417,Pla2g6/Mapk3,ENSMUSG00000042632/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,2,2/73,96/5055,0.6656690971795463,13038/26417,Ctsk/Mapk3,ENSMUSG00000028111/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_PYRUVATE_METABOLISM,1,1/73,39/5055,0.6816773815636976,11677,Akr1b3,ENSMUSG00000001642,C2,CP:KEGG,7
KEGG_TRYPTOPHAN_METABOLISM,1,1/73,40/5055,0.6816773815636976,70789,Kynu,ENSMUSG00000026866,C2,CP:KEGG,7
KEGG_ABC_TRANSPORTERS,1,1/73,42/5055,0.6816773815636976,19300,Abcd4,ENSMUSG00000021240,C2,CP:KEGG,7
KEGG_BLADDER_CANCER,1,1/73,42/5055,0.6816773815636976,26417,Mapk3,ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_TASTE_TRANSDUCTION,1,1/73,43/5055,0.6816773815636976,104110,Adcy4,ENSMUSG00000022220,C2,CP:KEGG,7
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION,1,1/73,43/5055,0.6816773815636976,208647,Creb3l2,ENSMUSG00000038648,C2,CP:KEGG,7
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,2,2/73,108/5055,0.6816773815636976,108723/26417,Card11/Mapk3,ENSMUSG00000036526/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_CALCIUM_SIGNALING_PATHWAY,3,3/73,174/5055,0.6816773815636976,94045/104110/15560,P2rx5/Adcy4/Htr2c,ENSMUSG00000005950/ENSMUSG00000022220/ENSMUSG00000041380,C2,CP:KEGG,7
KEGG_LYSINE_DEGRADATION,1,1/73,44/5055,0.6842634836603844,232811,Kmt5c,ENSMUSG00000059851,C2,CP:KEGG,7
KEGG_TYPE_II_DIABETES_MELLITUS,1,1/73,47/5055,0.7079886508622398,26417,Mapk3,ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,1,1/73,49/5055,0.7105845458120255,16173,Il18,ENSMUSG00000039217,C2,CP:KEGG,7
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,1,1/73,49/5055,0.7105845458120255,234671,Ces2c,ENSMUSG00000061825,C2,CP:KEGG,7
KEGG_ENDOMETRIAL_CANCER,1,1/73,52/5055,0.7105845458120255,26417,Mapk3,ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_MTOR_SIGNALING_PATHWAY,1,1/73,52/5055,0.7105845458120255,26417,Mapk3,ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_VIBRIO_CHOLERAE_INFECTION,1,1/73,53/5055,0.7105845458120255,242341,Atp6v0d2,ENSMUSG00000028238,C2,CP:KEGG,7
KEGG_CELL_CYCLE,2,2/73,123/5055,0.7105845458120255,12444/23882,Ccnd2/Gadd45g,ENSMUSG00000000184/ENSMUSG00000021453,C2,CP:KEGG,7
KEGG_PATHWAYS_IN_CANCER,5,5/73,337/5055,0.7105845458120255,19016/13819/14869/20182/26417,Pparg/Epas1/Gstp2/Rxrb/Mapk3,ENSMUSG00000000440/ENSMUSG00000024140/ENSMUSG00000038155/ENSMUSG00000039656/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_ACUTE_MYELOID_LEUKEMIA,1,1/73,57/5055,0.7289286714667028,26417,Mapk3,ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_TIGHT_JUNCTION,2,2/73,131/5055,0.7289286714667028,20130/71908,Rras/Cldn23,ENSMUSG00000038387/ENSMUSG00000055976,C2,CP:KEGG,7
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,1,1/73,59/5055,0.7323942486919025,319625,Galm,ENSMUSG00000035473,C2,CP:KEGG,7
KEGG_INSULIN_SIGNALING_PATHWAY,2,2/73,135/5055,0.7336380891954255,19047/26417,Ppp1cc/Mapk3,ENSMUSG00000004455/ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_COLORECTAL_CANCER,1,1/73,62/5055,0.7390546949634267,26417,Mapk3,ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_GLIOMA,1,1/73,64/5055,0.7431205919633974,26417,Mapk3,ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,1,1/73,67/5055,0.7431205919633974,20182,Rxrb,ENSMUSG00000039656,C2,CP:KEGG,7
KEGG_PANCREATIC_CANCER,1,1/73,70/5055,0.7431205919633974,26417,Mapk3,ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_MELANOMA,1,1/73,71/5055,0.7431205919633974,26417,Mapk3,ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_ADHERENS_JUNCTION,1,1/73,73/5055,0.7431205919633974,26417,Mapk3,ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_CHRONIC_MYELOID_LEUKEMIA,1,1/73,73/5055,0.7431205919633974,26417,Mapk3,ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,1,1/73,74/5055,0.7431205919633974,109700,Itga1,ENSMUSG00000042284,C2,CP:KEGG,7
KEGG_JAK_STAT_SIGNALING_PATHWAY,2,2/73,147/5055,0.7431205919633974,12444/13857,Ccnd2/Epor,ENSMUSG00000000184/ENSMUSG00000006235,C2,CP:KEGG,7
KEGG_WNT_SIGNALING_PATHWAY,2,2/73,147/5055,0.7431205919633974,12444/243548,Ccnd2/Prickle2,ENSMUSG00000000184/ENSMUSG00000030020,C2,CP:KEGG,7
KEGG_PURINE_METABOLISM,2,2/73,156/5055,0.7431205919633974,66355/104110,Gmpr/Adcy4,ENSMUSG00000000253/ENSMUSG00000022220,C2,CP:KEGG,7
KEGG_APOPTOSIS,1,1/73,82/5055,0.7617846625937705,21933,Tnfrsf10b,ENSMUSG00000022074,C2,CP:KEGG,7
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,1,1/73,83/5055,0.7617846625937705,109700,Itga1,ENSMUSG00000042284,C2,CP:KEGG,7
KEGG_SMALL_CELL_LUNG_CANCER,1,1/73,83/5055,0.7617846625937705,20182,Rxrb,ENSMUSG00000039656,C2,CP:KEGG,7
KEGG_RIBOSOME,1,1/73,84/5055,0.7617846625937705,66211,Rpl3l,ENSMUSG00000002500,C2,CP:KEGG,7
KEGG_HUNTINGTONS_DISEASE,2,2/73,172/5055,0.7637968392677851,19016/208647,Pparg/Creb3l2,ENSMUSG00000000440/ENSMUSG00000038648,C2,CP:KEGG,7
KEGG_PYRIMIDINE_METABOLISM,1,1/73,95/5055,0.7939589185338726,56749,Dhodh,ENSMUSG00000031730,C2,CP:KEGG,7
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,1,1/73,114/5055,0.8504116088224464,71908,Cldn23,ENSMUSG00000055976,C2,CP:KEGG,7
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,1,1/73,125/5055,0.8657451964176456,26417,Mapk3,ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_OXIDATIVE_PHOSPHORYLATION,1,1/73,127/5055,0.8657451964176456,242341,Atp6v0d2,ENSMUSG00000028238,C2,CP:KEGG,7
KEGG_AXON_GUIDANCE,1,1/73,129/5055,0.8657451964176456,26417,Mapk3,ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_ALZHEIMERS_DISEASE,1,1/73,160/5055,0.9060601975008739,26417,Mapk3,ENSMUSG00000063065,C2,CP:KEGG,7
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,2,2/73,266/5055,0.9060601975008739,94045/15560,P2rx5/Htr2c,ENSMUSG00000005950/ENSMUSG00000041380,C2,CP:KEGG,7
KEGG_LYSOSOME,8,8/83,119/5055,0.08072652212843644,27419/64138/12514/67963/12512/12757/12091/74325,Naglu/Ctsz/Cd68/Npc2/Cd63/Clta/Glb1/Cltb,ENSMUSG00000001751/ENSMUSG00000016256/ENSMUSG00000018774/ENSMUSG00000021242/ENSMUSG00000025351/ENSMUSG00000028478/ENSMUSG00000045594/ENSMUSG00000047547,C2,CP:KEGG,8
KEGG_PROTEASOME,4,4/83,44/5055,0.3038627382764549,19170/66997/26445/57296,Psmb1/Psmd12/Psmb2/Psmd8,ENSMUSG00000014769/ENSMUSG00000020720/ENSMUSG00000028837/ENSMUSG00000030591,C2,CP:KEGG,8
KEGG_GLUTATHIONE_METABOLISM,4,4/83,48/5055,0.3038627382764549,110175/18263/14873/76263,Ggct/Odc1/Gsto1/Gstk1,ENSMUSG00000002797/ENSMUSG00000011179/ENSMUSG00000025068/ENSMUSG00000029864,C2,CP:KEGG,8
KEGG_ONE_CARBON_POOL_BY_FOLATE,2,2/83,17/5055,0.37459352499071547,17768/108037,Mthfd2/Shmt2,ENSMUSG00000005667/ENSMUSG00000025403,C2,CP:KEGG,8
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION,2,2/83,21/5055,0.37459352499071547,27419/12091,Naglu/Glb1,ENSMUSG00000001751/ENSMUSG00000045594,C2,CP:KEGG,8
KEGG_BETA_ALANINE_METABOLISM,2,2/83,22/5055,0.37459352499071547,93747/227095,Echs1/Hibch,ENSMUSG00000025465/ENSMUSG00000041426,C2,CP:KEGG,8
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,3,3/83,42/5055,0.37459352499071547,16168/14960/14969,Il15/H2-Aa/H2-Eb1,ENSMUSG00000031712/ENSMUSG00000036594/ENSMUSG00000060586,C2,CP:KEGG,8
KEGG_NUCLEOTIDE_EXCISION_REPAIR,3,3/83,43/5055,0.37459352499071547,56438/19359/66979,Rbx1/Rad23b/Pole4,ENSMUSG00000022400/ENSMUSG00000028426/ENSMUSG00000030042,C2,CP:KEGG,8
KEGG_LYSINE_DEGRADATION,3,3/83,44/5055,0.37459352499071547,93747/64707/73251,Echs1/Suv39h2/Setd7,ENSMUSG00000025465/ENSMUSG00000026646/ENSMUSG00000037111,C2,CP:KEGG,8
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,3,3/83,45/5055,0.37459352499071547,67041/93747/227095,Oxct1/Echs1/Hibch,ENSMUSG00000022186/ENSMUSG00000025465/ENSMUSG00000041426,C2,CP:KEGG,8
KEGG_MTOR_SIGNALING_PATHWAY,3,3/83,52/5055,0.37459352499071547,22340/20104/19744,Vegfb/Rps6/Rheb,ENSMUSG00000024962/ENSMUSG00000028495/ENSMUSG00000028945,C2,CP:KEGG,8
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,4,4/83,69/5055,0.37459352499071547,15519/16149/14960/14969,Hsp90aa1/Cd74/H2-Aa/H2-Eb1,ENSMUSG00000021270/ENSMUSG00000024610/ENSMUSG00000036594/ENSMUSG00000060586,C2,CP:KEGG,8
KEGG_RIBOSOME,4,4/83,84/5055,0.37459352499071547,110954/20104/269261/19946,Rpl10/Rps6/Rpl12/Rpl30,ENSMUSG00000008682/ENSMUSG00000028495/ENSMUSG00000038900/ENSMUSG00000058600,C2,CP:KEGG,8
KEGG_PARKINSONS_DISEASE,5,5/83,123/5055,0.37459352499071547,12858/68349/67273/12862/12865,Cox5a/Ndufs3/Ndufa10/Cox6a2/Cox7a1,ENSMUSG00000000088/ENSMUSG00000005510/ENSMUSG00000026260/ENSMUSG00000030785/ENSMUSG00000074218,C2,CP:KEGG,8
KEGG_SPLICEOSOME,5,5/83,123/5055,0.37459352499071547,69878/17149/101214/76522/20826,Snrpf/Magoh/Tra2a/Lsm8/Snu13,ENSMUSG00000020018/ENSMUSG00000028609/ENSMUSG00000029817/ENSMUSG00000044155/ENSMUSG00000063480,C2,CP:KEGG,8
KEGG_ALZHEIMERS_DISEASE,7,7/83,160/5055,0.37459352499071547,12858/68349/67273/21937/12862/14433/12865,Cox5a/Ndufs3/Ndufa10/Tnfrsf1a/Cox6a2/Gapdh/Cox7a1,ENSMUSG00000000088/ENSMUSG00000005510/ENSMUSG00000026260/ENSMUSG00000030341/ENSMUSG00000030785/ENSMUSG00000057666/ENSMUSG00000074218,C2,CP:KEGG,8
KEGG_HUNTINGTONS_DISEASE,7,7/83,172/5055,0.37459352499071547,12858/68349/67273/12757/12862/74325/12865,Cox5a/Ndufs3/Ndufa10/Clta/Cox6a2/Cltb/Cox7a1,ENSMUSG00000000088/ENSMUSG00000005510/ENSMUSG00000026260/ENSMUSG00000028478/ENSMUSG00000030785/ENSMUSG00000047547/ENSMUSG00000074218,C2,CP:KEGG,8
KEGG_OXIDATIVE_PHOSPHORYLATION,5,5/83,127/5055,0.37831633739462295,12858/68349/67273/12862/12865,Cox5a/Ndufs3/Ndufa10/Cox6a2/Cox7a1,ENSMUSG00000000088/ENSMUSG00000005510/ENSMUSG00000026260/ENSMUSG00000030785/ENSMUSG00000074218,C2,CP:KEGG,8
KEGG_ASTHMA,2,2/83,29/5055,0.49748803631983907,14960/14969,H2-Aa/H2-Eb1,ENSMUSG00000036594/ENSMUSG00000060586,C2,CP:KEGG,8
KEGG_PROPANOATE_METABOLISM,2,2/83,31/5055,0.49748803631983907,93747/227095,Echs1/Hibch,ENSMUSG00000025465/ENSMUSG00000041426,C2,CP:KEGG,8
KEGG_LEISHMANIA_INFECTION,3,3/83,65/5055,0.49748803631983907,14960/14131/14969,H2-Aa/Fcgr3/H2-Eb1,ENSMUSG00000036594/ENSMUSG00000059498/ENSMUSG00000060586,C2,CP:KEGG,8
KEGG_PROSTATE_CANCER,4,4/83,102/5055,0.49748803631983907,12447/15519/15461/11911,Ccne1/Hsp90aa1/Hras/Atf4,ENSMUSG00000002068/ENSMUSG00000021270/ENSMUSG00000025499/ENSMUSG00000042406,C2,CP:KEGG,8
